Frame,Time,Bx,By,Sx,Sy,LP1x,LP1y,LP2x,LP2y,LP3x,LP3y,LP4x,LP4y,LP5x,LP5y,LP6x,LP6y,LP7x,LP7y,LP8x,LP8y,LP9x,LP9y,LP10x,LP10y,LP11x,LP11yyVP1x,VP1y,VP2x,VP2y,VP3x,VP3y,VP4x,VP4y,VP5x,VP5y,VP6x,VP6y,VP7x,VP7y,VP8x,VP8y,VP9x,VP9y,VP10x,VP10y,VP11x,VP11y
66.0,2.640000104904175,0.4625900089740753,0.5056099891662598,-7.678001380527802,0.5045127752509717,0.9462000131607056,0.4915899932384491,0.6493899822235107,0.2669900059700012,0.6772000193595886,0.42607998847961426,0.6751099824905396,0.5448399782180786,0.64274001121521,0.7790399789810181,0.570609986782074,0.25356000661849976,0.6055899858474731,0.4731900095939636,0.5827999711036682,0.5564299821853638,0.5337399840354919,0.7863399982452393,0.49845999479293823,0.3513700067996979,0.4965200126171112,0.6472100019454956,0.0027000000700354576,0.5019599795341492,0.386929988861084,0.8223299980163574,0.3082599937915802,0.5661699771881104,0.3124200105667114,0.4200400114059448,0.36967000365257263,0.30336999893188477,0.49549999833106995,0.9146599769592285,0.4014900028705597,0.5090500116348267,0.43421000242233276,0.3759700059890747,0.49553000926971436,0.020430000498890877,0.502780020236969,0.5043200254440308,0.4980100095272064,0.36129000782966614
67.0,2.680000066757202,0.4598900079727173,0.5057399868965149,-7.511431183967628,0.5045422832054265,0.9460700154304504,0.4916900098323822,0.6494799852371216,0.26701000332832336,0.6771399974822998,0.4260999858379364,0.6746600270271301,0.5449399948120117,0.6426600217819214,0.7795400023460388,0.5704399943351746,0.25363001227378845,0.6056100130081177,0.4731900095939636,0.5827400088310242,0.5562999844551086,0.5337399840354919,0.7863100171089172,0.49814000725746155,0.35159000754356384,0.49606001377105713,0.6466400027275085,0.0026700000744313,0.5019199848175049,0.3871000111103058,0.8224800229072571,0.30823999643325806,0.5662199854850769,0.31233999133110046,0.419869989156723,0.3699199855327606,0.3031499981880188,0.4956499934196472,0.914650022983551,0.40160998702049255,0.5089399814605713,0.43435001373291016,0.3757599890232086,0.49566999077796936,0.020390000194311142,0.5029299855232239,0.5043100118637085,0.4982999861240387,0.36142000555992126
68.0,2.7200000286102295,0.45719000697135925,0.50586998462677,-7.344860987794283,0.504574502042548,0.945930004119873,0.4917899966239929,0.6495800018310547,0.2669599950313568,0.6770600080490112,0.42610999941825867,0.6741999983787537,0.5450299978256226,0.6425700187683105,0.7800300121307373,0.5702700018882751,0.2536199986934662,0.6055999994277954,0.4731999933719635,0.5826699733734131,0.5562199950218201,0.5337299704551697,0.786270022392273,0.49779999256134033,0.3518100082874298,0.4955500066280365,0.6460199952125549,0.0026199999265372753,0.5018200278282166,0.3872799873352051,0.8226400017738342,0.3082300126552582,0.5662699937820435,0.31226998567581177,0.4196999967098236,0.37018001079559326,0.30285000801086426,0.49581998586654663,0.9146199822425842,0.40174999833106995,0.5088300108909607,0.4345099925994873,0.37560999393463135,0.49581998586654663,0.020360000431537628,0.5031099915504456,0.5043699741363525,0.49862000346183777,0.36149001121520996
69.0,2.759999990463257,0.4544900059700012,0.5059900283813477,-7.178290792039153,0.5046093946139568,0.9457899928092957,0.491890013217926,0.6496800184249878,0.2669200003147125,0.6769700050354004,0.4261299967765808,0.673740029335022,0.5451300144195557,0.6424800157546997,0.780489981174469,0.5701000094413757,0.2536199986934662,0.6055899858474731,0.47321000695228577,0.5825999975204468,0.5560899972915649,0.5337200164794922,0.7862300276756287,0.49744001030921936,0.35210999846458435,0.4950299859046936,0.6453999876976013,0.0025599999353289604,0.5017200112342834,0.387470006942749,0.8227800130844116,0.30820998549461365,0.56632000207901,0.31220000982284546,0.4195300042629242,0.3704499900341034,0.3025600016117096,0.4960100054740906,0.9145799875259399,0.4018799960613251,0.5087299942970276,0.43467000126838684,0.37547001242637634,0.49597999453544617,0.020349999889731407,0.5033000111579895,0.5043799877166748,0.49897000193595886,0.36155998706817627
70.0,2.799999952316284,0.4517900049686432,0.5061200261116028,-7.011720596758314,0.5046470504395534,0.9456400275230408,0.49199000000953674,0.6497899889945984,0.2668899893760681,0.6768800020217896,0.4261600077152252,0.6732900142669678,0.545229971408844,0.6424099802970886,0.7809399962425232,0.5699300169944763,0.25363001227378845,0.6055600047111511,0.47321999073028564,0.5825200080871582,0.5559599995613098,0.5337100028991699,0.7861899733543396,0.49706000089645386,0.3524099886417389,0.4944800138473511,0.6447700262069702,0.0025100000202655792,0.5016099810600281,0.38767001032829285,0.8228999972343445,0.3081899881362915,0.5663599967956543,0.3121599853038788,0.41936999559402466,0.3707199990749359,0.3022800087928772,0.4962199926376343,0.9145600199699402,0.4020099937915802,0.508620023727417,0.4348199963569641,0.3753400146961212,0.49617999792099,0.02013999968767166,0.5034999847412109,0.5043799877166748,0.4993399977684021,0.36164000630378723
71.0,2.8399999141693115,0.44909000396728516,0.5062500238418579,-6.845150402019429,0.5046876042798449,0.9454900026321411,0.49208998680114746,0.6498900055885315,0.26686999201774597,0.6767899990081787,0.42618998885154724,0.6728399991989136,0.5453299880027771,0.6423400044441223,0.7814000248908997,0.5697500109672546,0.25372999906539917,0.6055200099945068,0.4732399880886078,0.5824499726295471,0.5558300018310547,0.5336899757385254,0.7861400246620178,0.4966700077056885,0.3527899980545044,0.49390000104904175,0.6440899968147278,0.0024399999529123306,0.5014299750328064,0.3878900110721588,0.8230699896812439,0.30816999077796936,0.5663599967956543,0.3121100068092346,0.4192099869251251,0.3709999918937683,0.30191999673843384,0.49643000960350037,0.9145500063896179,0.4021500051021576,0.5085700154304504,0.4349899888038635,0.3752099871635437,0.4963900148868561,0.019950000569224358,0.5037099719047546,0.5044500231742859,0.4997299909591675,0.3617999851703644
72.0,2.880000114440918,0.4463900029659271,0.5063700079917908,-6.67858020785746,0.5047310199634442,0.9453399777412415,0.4921500086784363,0.6499900221824646,0.2669300138950348,0.6766999959945679,0.4262300133705139,0.6723999977111816,0.5454400181770325,0.6422600150108337,0.7819300293922424,0.5695599913597107,0.25383999943733215,0.6054800152778625,0.4731999933719635,0.5823699831962585,0.555649995803833,0.5336700081825256,0.7860599756240845,0.49627000093460083,0.3531700074672699,0.49331000447273254,0.6433600187301636,0.002369999885559082,0.5012400150299072,0.3881100118160248,0.8232499957084656,0.3081499934196472,0.5663599967956543,0.31207001209259033,0.41905999183654785,0.37130001187324524,0.301580011844635,0.49667999148368835,0.9145299792289734,0.40226998925209045,0.5085300207138062,0.4351699948310852,0.37501999735832214,0.49665001034736633,0.019780000671744347,0.5039600133895874,0.5044699907302856,0.5001500248908997,0.3619700074195862
73.0,2.9200000762939453,0.4436900019645691,0.5065000057220459,-6.512010014340726,0.5047773981488505,0.9452099800109863,0.4921500086784363,0.6500800251960754,0.26701000332832336,0.676609992980957,0.4262099862098694,0.671970009803772,0.5455499887466431,0.6421800255775452,0.7824199795722961,0.5693699717521667,0.2539600133895874,0.605430006980896,0.4731599986553192,0.5822700262069702,0.5555300116539001,0.5336499810218811,0.7860100269317627,0.4958600103855133,0.3534899950027466,0.49268999695777893,0.6425399780273438,0.0022899999748915434,0.501039981842041,0.3883500099182129,0.823390007019043,0.30814000964164734,0.566349983215332,0.3120500147342682,0.4189000129699707,0.3716000020503998,0.3012399971485138,0.49696001410484314,0.9145200252532959,0.4023999869823456,0.5084800124168396,0.4353800117969513,0.3747600018978119,0.49693000316619873,0.019619999453425407,0.5042200088500977,0.5044900178909302,0.5005999803543091,0.36208000779151917
74.0,2.9600000381469727,0.44099000096321106,0.506630003452301,-6.345439821552892,0.5048268887526477,0.9450700283050537,0.4921500086784363,0.6501500010490417,0.2671700119972229,0.6765199899673462,0.42618998885154724,0.67153000831604,0.5456699728965759,0.6421200037002563,0.7829099893569946,0.5691999793052673,0.2539199888706207,0.6053799986839294,0.4730699956417084,0.5821599960327148,0.555400013923645,0.5335900187492371,0.7859899997711182,0.4954400062561035,0.35389000177383423,0.4920400083065033,0.6416599750518799,0.002219999907538295,0.5008500218391418,0.38857999444007874,0.8235599994659424,0.3081299960613251,0.566349983215332,0.3120400011539459,0.4187600016593933,0.37189000844955444,0.30098000168800354,0.49724000692367554,0.9145200252532959,0.4025300145149231,0.5084400177001953,0.435589998960495,0.3745099902153015,0.49722999334335327,0.01947999931871891,0.5045099854469299,0.5045099854469299,0.5010899901390076,0.3622699975967407
75.0,3.0,0.438289999961853,0.5067499876022339,-6.178869629533554,0.5048794583344921,0.944920003414154,0.49215999245643616,0.6502299904823303,0.2673499882221222,0.6764299869537354,0.42610999941825867,0.6710799932479858,0.5458899736404419,0.6420400142669678,0.7834799885749817,0.5690299868583679,0.2538900077342987,0.6053100228309631,0.47304001450538635,0.5820599794387817,0.5552800297737122,0.5335400104522705,0.7859699726104736,0.49500998854637146,0.35436001420021057,0.49136999249458313,0.640779972076416,0.00215000007301569,0.5006700158119202,0.38881999254226685,0.8237199783325195,0.3081200122833252,0.566349983215332,0.3120400011539459,0.41861000657081604,0.37220001220703125,0.30072999000549316,0.4975599944591522,0.9144999980926514,0.4026400148868561,0.508400022983551,0.43580999970436096,0.3743399977684021,0.49755001068115234,0.019349999725818634,0.5048199892044067,0.5045400261878967,0.5016199946403503,0.36247000098228455
76.0,3.0399999618530273,0.435589998960495,0.506879985332489,-6.012299438366393,0.5049352210096231,0.9447799921035767,0.49215999245643616,0.6503000259399414,0.2674500048160553,0.6763499975204468,0.42603999376296997,0.6706299781799316,0.5461199879646301,0.6419699788093567,0.7840399742126465,0.5688599944114685,0.25387999415397644,0.6052299737930298,0.47301000356674194,0.5819399952888489,0.5551599860191345,0.5334799885749817,0.7859100103378296,0.4945699870586395,0.3548400104045868,0.49066999554634094,0.6398500204086304,0.0021100000012665987,0.5005599856376648,0.3890700042247772,0.8239200115203857,0.30809998512268066,0.566349983215332,0.3120400011539459,0.41846999526023865,0.3725300133228302,0.3004800081253052,0.49788999557495117,0.9144799709320068,0.4027700126171112,0.5083600282669067,0.43603000044822693,0.3741700053215027,0.4978800117969513,0.01923999935388565,0.5051400065422058,0.5046300292015076,0.5021600127220154,0.36267000436782837
77.0,3.0799999237060547,0.43288999795913696,0.5070099830627441,-5.845729248155152,0.504994344575979,0.9446300268173218,0.49211999773979187,0.65038001537323,0.2675600051879883,0.6762599945068359,0.42598000168800354,0.6701700091362,0.5463600158691406,0.6419100165367126,0.7846099734306335,0.5686799883842468,0.25387001037597656,0.6051499843597412,0.4729900062084198,0.581820011138916,0.5550400018692017,0.5334200263023376,0.785860002040863,0.4941200017929077,0.355320006608963,0.48993998765945435,0.6389700174331665,0.0020600000862032175,0.5004199743270874,0.3893299996852875,0.8240799903869629,0.3080799877643585,0.566290020942688,0.3120400011539459,0.4182699918746948,0.37286001443862915,0.30024001002311707,0.49825000762939453,0.9144600033760071,0.40288999676704407,0.5083199739456177,0.43626999855041504,0.37400999665260315,0.4982300102710724,0.019039999693632126,0.5054799914360046,0.5046700239181519,0.5027400255203247,0.36294999718666077
78.0,3.119999885559082,0.43018001317977905,0.5071300268173218,-5.67915905894611,0.5050568004562382,0.9444900155067444,0.49202001094818115,0.650439977645874,0.26767998933792114,0.6761599779129028,0.4259200096130371,0.669730007648468,0.5465999841690063,0.6418499946594238,0.7852100133895874,0.5684900283813477,0.25387001037597656,0.6050500273704529,0.47297000885009766,0.5816900134086609,0.5549799799919128,0.5333499908447266,0.7857999801635742,0.49366000294685364,0.3557400107383728,0.48921000957489014,0.6380299925804138,0.001979999942705035,0.5002300143241882,0.38960000872612,0.8242800235748291,0.3080599904060364,0.5662400126457214,0.3120500147342682,0.4181399941444397,0.373199999332428,0.30000999569892883,0.49862998723983765,0.9144399762153625,0.4030100107192993,0.5083500146865845,0.43650999665260315,0.3738499879837036,0.49862000346183777,0.018859999254345894,0.5058599710464478,0.5047199726104736,0.5033400058746338,0.363180011510849
79.0,3.1600000858306885,0.427480012178421,0.5072600245475769,-5.512588870842613,0.5051227192531558,0.9443399906158447,0.49191999435424805,0.6505100131034851,0.26780998706817627,0.6760799884796143,0.42579999566078186,0.6692799925804138,0.5468400120735168,0.641789972782135,0.7858499884605408,0.5683199763298035,0.25387999415397644,0.6049500107765198,0.4729500114917755,0.5815500020980835,0.5549200177192688,0.5332599878311157,0.7858099937438965,0.49320000410079956,0.3561600148677826,0.48844000697135925,0.6370800137519836,0.001930000027641654,0.5000900030136108,0.3898800015449524,0.8244400024414062,0.3080500066280365,0.5662400126457214,0.31207001209259033,0.4179399907588959,0.3735499978065491,0.299780011177063,0.49904000759124756,0.9144200086593628,0.40314000844955444,0.5083699822425842,0.4367600083351135,0.37369999289512634,0.4990299940109253,0.018699999898672104,0.5062500238418579,0.5047699809074402,0.5039700269699097,0.36348000168800354
80.0,3.200000047683716,0.424780011177063,0.507390022277832,-5.346018683973947,0.5051922902510723,0.9441800117492676,0.4918299913406372,0.6505900025367737,0.26794999837875366,0.6759700179100037,0.425819993019104,0.6688100099563599,0.5470799803733826,0.6417499780654907,0.7864599823951721,0.5681399703025818,0.2538999915122986,0.6048499941825867,0.4728800058364868,0.5814200043678284,0.5547999739646912,0.5331699848175049,0.7857800126075745,0.4927299916744232,0.35673001408576965,0.4876599907875061,0.6360399723052979,0.0018899999558925629,0.49998998641967773,0.3901500105857849,0.8245700001716614,0.30803999304771423,0.5661900043487549,0.3120900094509125,0.4177500009536743,0.37391000986099243,0.299560010433197,0.4994800090789795,0.9143800139427185,0.4032500088214874,0.5083400011062622,0.43702998757362366,0.37356001138687134,0.4994499981403351,0.018549999222159386,0.5066699981689453,0.504830002784729,0.5046499967575073,0.36379000544548035
81.0,3.240000009536743,0.42208001017570496,0.5075100064277649,-5.179448498395036,0.5052654898342214,0.9440100193023682,0.4917300045490265,0.6506800055503845,0.26809999346733093,0.675849974155426,0.4258500039577484,0.6683499813079834,0.5473300218582153,0.641700029373169,0.7871400117874146,0.5679500102996826,0.2539199888706207,0.6047300100326538,0.4728100001811981,0.5812699794769287,0.5546900033950806,0.5330700278282166,0.7857499718666077,0.4922800064086914,0.3573000133037567,0.48684999346733093,0.6349999904632568,0.0018599999602884054,0.4999000132083893,0.3904399871826172,0.8247600197792053,0.30803999304771423,0.5661900043487549,0.31213998794555664,0.41756001114845276,0.3742699921131134,0.29934999346733093,0.49994999170303345,0.9143499732017517,0.4033699929714203,0.5083100199699402,0.43731001019477844,0.37342000007629395,0.4999200105667114,0.018309999257326126,0.5071099996566772,0.5050100088119507,0.5053399801254272,0.36403998732566833
82.0,3.2799999713897705,0.4193800091743469,0.50764000415802,-5.0128783142350315,0.5053424698510927,0.9438300132751465,0.4916299879550934,0.6507499814033508,0.26826000213623047,0.6757400035858154,0.4258100092411041,0.6678900122642517,0.5475800037384033,0.6416599750518799,0.7878100275993347,0.5677499771118164,0.254040002822876,0.6046000123023987,0.4727399945259094,0.5811300277709961,0.5545799732208252,0.5329599976539612,0.7857099771499634,0.49180999398231506,0.35787999629974365,0.48600998520851135,0.633899986743927,0.001820000004954636,0.4997999966144562,0.3907400071620941,0.8249099850654602,0.30803999304771423,0.5661399960517883,0.31220000982284546,0.4173800051212311,0.3746500015258789,0.29914000630378723,0.5004500150680542,0.9143099784851074,0.40349000692367554,0.5082799792289734,0.4375999867916107,0.37327998876571655,0.5004100203514099,0.018079999834299088,0.5075700283050537,0.5052499771118164,0.5060700178146362,0.3643699884414673
83.0,3.319999933242798,0.4166800081729889,0.5077599883079529,-4.846308131586051,0.5054232889185485,0.9436500072479248,0.49153000116348267,0.6508200168609619,0.26842001080513,0.6756200194358826,0.42577001452445984,0.6674299836158752,0.5478900074958801,0.6416199803352356,0.7884899973869324,0.5675600171089172,0.25407999753952026,0.6044600009918213,0.4726699888706207,0.5809800028800964,0.5544700026512146,0.5328400135040283,0.7857099771499634,0.49132999777793884,0.35853999853134155,0.4851599931716919,0.6327499747276306,0.0017999999690800905,0.49970000982284546,0.39103999733924866,0.8250700235366821,0.30803000926971436,0.5660899877548218,0.3122600018978119,0.4171999990940094,0.37501999735832214,0.2989400029182434,0.500980019569397,0.9142900109291077,0.40362000465393066,0.5082600116729736,0.4379099905490875,0.3731499910354614,0.5009099841117859,0.017869999632239342,0.5080400109291077,0.5055000185966492,0.506820023059845,0.36469998955726624
84.0,3.359999895095825,0.41398000717163086,0.507889986038208,-4.6797379506046015,0.5055081311414917,0.9434599876403809,0.4914399981498718,0.6508899927139282,0.2685999870300293,0.6754999756813049,0.4258100092411041,0.6669600009918213,0.5482000112533569,0.6415899991989136,0.7892100214958191,0.567359983921051,0.2542099952697754,0.6043099761009216,0.4726099967956543,0.5808200240135193,0.5543599724769592,0.5327200293540955,0.7857099771499634,0.4908300042152405,0.35920000076293945,0.484279990196228,0.6315500140190125,0.0017500000540167093,0.4995400011539459,0.39136001467704773,0.825219988822937,0.30803999304771423,0.5660399794578552,0.3123300075531006,0.4170199930667877,0.37540000677108765,0.2987399995326996,0.5015299916267395,0.9142600297927856,0.4037500023841858,0.5082899928092957,0.43821999430656433,0.37303000688552856,0.5014500021934509,0.01779000088572502,0.5085499882698059,0.5057500004768372,0.5075799822807312,0.36504000425338745
85.0,3.4000000953674316,0.4112800061702728,0.5080199837684631,-4.513167771482974,0.5055972395560505,0.9432700276374817,0.4913400113582611,0.6509400010108948,0.26886001229286194,0.6753799915313721,0.4257799983024597,0.6665099859237671,0.5484600067138672,0.6415600180625916,0.7899199724197388,0.5671600103378296,0.2543500065803528,0.6041300296783447,0.4726099967956543,0.5806699991226196,0.5542600154876709,0.5325899720191956,0.7857499718666077,0.4903300106525421,0.3599399924278259,0.4833900034427643,0.6303399801254272,0.0016700000269338489,0.49935001134872437,0.3916899859905243,0.8253700137138367,0.3080500066280365,0.5660399794578552,0.31240999698638916,0.41683998703956604,0.375789999961853,0.298550009727478,0.5021100044250488,0.9142100214958191,0.4038900136947632,0.5082700252532959,0.4385400116443634,0.3729099929332733,0.5020099878311157,0.017720000818371773,0.5090699791908264,0.506060004234314,0.5083600282669067,0.36539000272750854
